activity_intensity,mask_type,pm25,pm10,co,no2,rmv_liters_per_min,duration_minutes,mask_efficiency,hour,temperature,humidity,wind_speed,inversion_factor,cumulative_toxic_load_score,pm25_retained_micrograms,co_blood_saturation_estimate
light_jog,none,38.87,60.32,2.66,65.66,24.53,28.3,0.0,1.33,20.71,83.94,1.54,0.895,37.51,26.97,0.15
high_intensity_run,n95,81.1,128.54,6.61,19.94,56.53,32.9,0.95,17.57,30.62,61.51,5.51,0.19,9.77,7.53,0.0
high_intensity_run,none,68.31,98.23,9.79,14.68,48.77,51.2,0.0,21.74,23.22,80.8,2.18,0.649,94.57,170.47,2.21
moderate_run,none,47.71,65.04,3.74,61.11,43.19,26.4,0.0,23.56,19.06,94.75,2.12,0.781,59.92,54.41,0.38
light_jog,n95,67.63,89.54,9.02,52.39,25.08,79.9,0.95,2.36,19.14,86.1,0.74,0.959,15.43,6.78,0.11
resting,cloth,54.01,99.55,5.22,72.72,6.97,20.9,0.3,3.78,21.46,85.44,1.88,0.9,10.37,5.5,0.06
light_jog,cloth,77.7,132.07,3.1,39.76,21.13,72.3,0.3,19.46,28.36,64.47,3.11,0.426,58.55,83.04,0.24
light_jog,n95,49.86,96.66,3.22,31.21,25.15,46.5,0.95,16.93,27.82,52.35,5.12,0.182,2.52,2.91,0.0
moderate_run,n95,33.61,42.38,1.04,30.19,42.71,17.1,0.95,12.75,31.78,51.27,6.0,0.15,2.0,1.23,0.0
light_jog,none,111.65,173.15,3.42,43.32,24.53,32.3,0.0,2.21,18.25,84.87,1.22,0.933,61.3,88.57,0.29
moderate_run,medical,81.74,130.65,1.94,143.82,43.76,93.9,0.6,16.41,30.95,50.74,5.01,0.17,85.63,134.3,0.25
moderate_run,n95,24.8,34.67,5.94,31.4,43.63,21.1,0.95,11.97,30.99,55.42,4.67,0.256,0.77,1.14,0.0
moderate_run,medical,29.22,48.85,3.98,34.19,37.95,95.4,0.6,20.44,28.14,67.79,3.49,0.482,60.95,42.31,0.44
light_jog,n95,274.59,425.34,3.53,81.63,28.19,52.0,0.95,2.58,19.42,90.05,0.9,0.953,16.02,20.13,0.05
high_intensity_run,medical,87.81,150.98,8.51,64.57,55.2,46.9,0.6,23.32,22.67,87.17,1.36,0.803,79.32,90.98,0.85
moderate_run,none,171.29,245.84,1.41,54.01,40.16,50.3,0.0,3.59,21.72,83.01,2.21,0.886,92.23,345.7,0.21
moderate_run,none,104.92,197.57,2.04,29.96,40.32,31.8,0.0,23.79,20.74,90.67,1.23,0.839,74.5,134.64,0.16
light_jog,n95,84.65,166.54,9.99,23.81,25.14,21.8,0.95,4.25,21.15,86.58,1.11,0.929,5.75,2.32,0.0
light_jog,n95,11.85,14.14,4.59,34.71,19.74,40.0,0.95,17.21,30.0,57.7,4.09,0.244,3.72,0.47,0.0
high_intensity_run,none,31.5,46.58,1.38,47.42,54.18,47.9,0.0,1.87,19.11,80.87,0.35,0.969,71.82,81.81,0.3
moderate_run,none,77.23,139.62,4.03,31.96,35.64,53.4,0.0,21.16,23.21,68.52,3.28,0.548,82.55,146.99,0.58
light_jog,n95,37.33,61.0,1.7,84.39,28.25,52.2,0.95,1.02,19.7,93.71,0.65,0.928,4.82,2.75,0.02
moderate_run,none,57.72,98.55,3.01,89.5,45.08,60.1,0.0,4.31,19.7,90.09,1.82,0.892,88.77,156.29,0.79
moderate_run,none,111.38,160.18,5.7,104.75,42.73,116.1,0.0,0.85,19.67,93.58,0.34,0.937,98.93,552.48,2.48
high_intensity_run,n95,70.93,141.58,4.09,28.73,53.95,45.6,0.95,1.94,19.77,95.43,0.48,0.965,12.91,8.72,0.0
light_jog,n95,58.84,92.3,2.98,72.02,22.98,77.6,0.95,18.9,27.9,70.37,3.68,0.359,5.64,5.25,0.02
high_intensity_run,n95,110.06,185.23,1.81,12.77,52.11,54.6,0.95,9.64,29.04,63.44,4.83,0.408,16.6,15.64,0.0
resting,medical,150.22,276.92,8.92,48.59,8.09,123.1,0.6,23.88,20.66,87.54,1.25,0.843,49.57,59.81,0.34
moderate_run,cloth,55.63,95.36,5.31,79.17,37.78,41.7,0.3,22.17,21.85,76.94,1.49,0.716,67.82,61.38,0.62
moderate_run,n95,120.67,178.55,2.09,24.88,32.46,39.0,0.95,7.13,25.16,75.01,3.37,0.673,4.4,7.64,0.0
light_jog,none,35.93,55.86,4.47,23.32,27.06,74.8,0.0,1.74,20.96,90.94,1.3,0.919,74.68,72.74,0.69
light_jog,none,73.01,145.93,3.3,50.25,28.0,74.9,0.0,1.39,19.49,90.83,1.24,0.912,86.2,153.07,0.65
moderate_run,n95,60.21,87.82,2.0,96.98,45.31,33.5,0.95,18.1,27.69,60.9,4.87,0.25,3.76,4.57,0.0
high_intensity_run,medical,40.03,54.36,3.24,99.57,59.57,53.4,0.6,17.58,29.01,51.24,4.47,0.243,69.88,50.95,0.42
moderate_run,n95,34.0,60.13,8.75,66.61,43.84,60.4,0.95,12.7,31.44,46.97,6.61,0.122,14.72,4.5,0.29
high_intensity_run,none,23.82,52.97,1.71,21.36,55.23,58.5,0.0,10.18,30.61,62.18,4.79,0.369,70.22,76.96,0.43
high_intensity_run,n95,62.76,80.56,6.1,52.31,45.86,50.3,0.95,3.72,21.43,84.18,1.41,0.924,15.53,7.24,0.01
moderate_run,medical,21.44,42.75,6.7,177.0,40.09,11.3,0.6,22.21,22.71,82.52,2.36,0.676,24.44,3.9,0.13
high_intensity_run,medical,56.83,81.59,5.59,86.37,57.73,59.0,0.6,5.81,25.03,74.88,1.58,0.843,79.93,77.4,0.77
resting,n95,65.29,120.22,7.68,20.28,6.92,60.6,0.95,3.09,20.2,92.72,2.24,0.888,0.69,1.37,0.18
light_jog,cloth,69.28,140.27,2.88,60.13,24.64,51.5,0.3,18.5,29.99,59.36,4.44,0.295,55.03,61.52,0.2
high_intensity_run,medical,30.03,47.17,5.55,31.97,50.76,31.2,0.6,5.74,24.12,85.94,2.13,0.82,40.65,19.04,0.25
high_intensity_run,medical,68.93,130.44,4.01,38.86,50.59,88.6,0.6,21.96,24.43,72.64,2.02,0.673,79.09,123.59,0.59
light_jog,n95,52.96,65.79,1.08,50.11,28.68,21.5,0.95,15.72,31.78,56.22,6.44,0.083,3.1,1.63,0.0
moderate_run,n95,37.26,56.3,1.28,25.84,46.0,75.6,0.95,13.52,32.09,48.42,6.7,0.088,9.62,6.48,0.0
moderate_run,medical,52.87,69.56,5.86,25.02,39.99,21.3,0.6,17.0,30.25,57.24,5.36,0.172,21.46,18.02,0.2
high_intensity_run,none,65.34,134.07,2.64,87.34,56.24,70.4,0.0,21.47,24.76,81.08,1.68,0.653,97.83,258.74,0.96
moderate_run,none,9.76,14.46,2.5,60.95,36.86,22.0,0.0,19.16,26.36,69.7,3.94,0.364,31.28,7.91,0.08
moderate_run,n95,22.47,46.22,4.66,40.49,42.06,68.1,0.95,13.4,31.61,48.93,5.93,0.129,10.09,3.22,0.0
moderate_run,n95,201.38,369.17,3.35,162.18,45.63,99.8,0.95,21.79,25.29,75.67,2.1,0.656,39.04,45.84,0.06
moderate_run,n95,90.92,178.11,6.52,57.0,35.11,100.0,0.95,23.5,21.99,77.98,0.93,0.836,18.97,15.96,0.04
moderate_run,none,46.09,72.84,3.92,65.3,41.48,87.7,0.0,2.58,21.21,80.62,0.2,0.988,92.34,167.76,1.26
high_intensity_run,cloth,51.83,81.34,1.39,29.07,57.37,41.6,0.3,18.04,27.48,57.82,5.61,0.209,60.36,86.51,0.28
moderate_run,n95,86.1,118.28,7.49,25.88,41.69,28.0,0.95,22.29,22.09,76.75,2.53,0.673,2.32,5.02,0.09
light_jog,n95,128.62,185.57,1.9,18.06,28.29,10.0,0.95,8.85,27.72,60.02,4.07,0.509,5.07,1.82,0.0
light_jog,none,45.26,76.9,9.02,78.81,29.07,37.6,0.0,22.19,22.7,78.93,1.76,0.704,75.16,49.53,0.99
moderate_run,medical,41.51,59.29,5.75,37.24,39.25,72.4,0.6,23.23,20.04,83.35,1.84,0.773,63.15,47.2,0.69
high_intensity_run,none,47.9,79.29,2.88,200.0,57.96,58.4,0.0,2.34,20.94,87.87,1.13,0.939,98.85,162.27,1.0
light_jog,cloth,45.86,62.9,6.28,30.97,25.17,129.4,0.3,1.55,21.33,84.68,0.78,0.94,86.76,104.52,1.44
resting,none,41.05,64.87,2.77,30.72,6.65,29.8,0.0,23.12,21.28,80.81,1.91,0.763,7.81,8.12,0.03
moderate_run,none,70.2,89.18,2.37,62.56,40.87,103.6,0.0,4.61,22.3,82.71,1.87,0.881,98.59,297.28,1.01
light_jog,none,36.38,55.48,3.66,21.12,26.34,39.5,0.0,9.89,31.28,64.72,5.1,0.376,42.51,37.82,0.32
high_intensity_run,n95,41.28,51.97,5.06,14.72,55.95,21.3,0.95,17.65,31.29,56.92,4.41,0.249,7.22,2.45,0.12
light_jog,medical,172.11,244.74,4.45,69.22,23.24,49.3,0.6,22.13,22.54,72.8,2.44,0.666,52.22,78.88,0.17
light_jog,n95,23.64,38.74,1.73,9.53,24.07,57.6,0.95,11.33,29.27,54.94,6.12,0.222,3.82,1.64,0.01
high_intensity_run,cloth,58.08,65.38,1.24,44.62,52.99,83.2,0.3,19.6,26.91,66.36,3.94,0.395,81.6,179.21,0.27
light_jog,cloth,19.47,37.73,2.38,37.38,23.32,29.7,0.3,12.41,34.3,47.08,7.11,0.111,22.23,9.44,0.02
light_jog,cloth,111.83,202.13,1.91,91.45,25.63,49.3,0.3,1.31,21.7,86.11,0.93,0.924,63.97,98.9,0.19
light_jog,medical,113.03,165.62,3.51,63.31,25.84,42.0,0.6,22.06,22.92,75.68,1.19,0.722,37.26,49.06,0.22
light_jog,cloth,38.97,61.24,4.1,200.0,26.96,33.4,0.3,3.01,22.08,87.06,0.58,0.971,61.73,24.57,0.15
resting,medical,32.76,44.85,5.46,32.97,6.52,97.7,0.6,20.0,27.4,71.7,3.1,0.468,19.33,8.35,0.23
resting,n95,58.98,86.72,4.33,15.11,6.68,58.1,0.95,16.73,28.25,54.26,5.72,0.144,0.2,1.14,0.1
light_jog,n95,32.71,56.73,5.37,171.13,28.11,10.0,0.95,16.28,32.24,57.15,6.07,0.113,0.87,0.46,0.04
resting,none,95.47,159.36,2.79,36.64,6.91,49.8,0.0,17.17,30.19,56.64,5.27,0.184,28.32,32.83,0.16
moderate_run,cloth,30.93,60.08,3.09,30.7,40.1,13.4,0.3,1.27,19.07,86.61,1.22,0.909,20.05,11.64,0.06
moderate_run,none,82.44,158.99,4.02,14.05,39.44,46.9,0.0,18.75,28.04,62.96,5.45,0.26,84.39,152.44,0.57
moderate_run,none,247.93,356.36,5.59,43.66,43.63,15.2,0.0,1.33,20.59,86.94,0.54,0.945,74.36,164.0,0.3
light_jog,medical,80.96,152.07,5.36,32.65,27.34,58.2,0.6,1.29,19.15,82.18,1.0,0.92,46.0,51.56,0.41
moderate_run,cloth,43.66,73.55,15.65,32.81,43.56,13.3,0.3,1.02,20.05,80.09,0.81,0.92,46.41,17.65,0.68
high_intensity_run,medical,39.5,62.55,6.46,14.79,55.12,22.1,0.6,0.1,20.33,90.3,0.6,0.888,29.72,19.22,0.19
high_intensity_run,none,59.94,96.14,9.68,43.01,51.16,65.9,0.0,3.62,21.49,87.25,0.2,0.986,100.0,202.1,2.89
resting,n95,91.3,150.8,1.84,64.33,8.08,41.6,0.95,5.21,21.63,79.85,2.61,0.821,0.64,1.53,0.0
light_jog,n95,26.35,53.92,2.1,28.77,26.71,16.2,0.95,4.18,18.91,89.4,0.94,0.939,3.9,0.57,0.0
light_jog,cloth,35.36,71.94,1.7,27.57,24.09,94.2,0.3,17.79,28.74,71.62,4.72,0.241,54.44,56.17,0.2
light_jog,n95,63.28,104.68,3.84,35.8,27.85,32.2,0.95,22.94,20.68,76.54,2.02,0.745,2.0,2.83,0.05
moderate_run,none,165.42,311.46,3.78,55.91,38.29,35.6,0.0,4.08,19.31,85.24,0.65,0.956,92.46,225.55,0.23
moderate_run,medical,154.81,313.84,4.05,114.52,44.51,37.6,0.6,20.23,27.06,73.74,2.85,0.497,70.06,103.72,0.24
resting,n95,59.88,102.22,13.21,59.81,7.83,61.0,0.95,3.05,21.19,80.8,1.08,0.946,3.67,1.43,0.14
moderate_run,n95,21.36,45.65,2.69,17.48,37.05,33.7,0.95,12.15,30.15,47.97,5.45,0.208,1.67,1.34,0.09
moderate_run,n95,71.63,124.18,5.91,49.68,41.86,38.5,0.95,3.33,18.84,90.72,0.39,0.98,6.52,5.78,0.08
light_jog,cloth,45.86,93.31,3.0,43.1,26.56,78.6,0.3,17.58,29.43,59.14,5.34,0.199,66.55,67.04,0.41
high_intensity_run,n95,124.87,168.04,8.45,24.01,66.51,73.1,0.95,23.67,19.49,81.98,1.17,0.835,28.28,30.36,0.28
resting,medical,37.74,62.18,5.14,23.58,6.58,37.1,0.6,9.33,27.76,57.29,4.44,0.452,4.6,3.69,0.09
high_intensity_run,none,22.63,43.43,2.73,19.73,61.3,37.9,0.0,17.22,30.08,59.32,5.2,0.189,63.6,52.58,0.56
resting,none,62.54,121.82,7.95,45.86,7.01,10.0,0.0,1.27,20.48,82.06,1.63,0.888,6.53,4.38,0.13
high_intensity_run,n95,52.4,74.83,6.33,41.74,49.54,46.4,0.95,2.0,20.41,83.92,1.21,0.929,9.31,6.02,0.0
high_intensity_run,medical,52.41,83.46,7.66,19.32,54.47,67.3,0.6,1.84,19.07,84.16,0.48,0.962,75.5,76.88,1.09
high_intensity_run,cloth,26.56,39.01,3.14,26.39,55.01,32.6,0.3,10.41,29.62,58.04,5.67,0.308,48.43,33.38,0.4
high_intensity_run,n95,21.65,38.52,4.95,37.56,50.34,86.4,0.95,10.5,31.19,54.65,4.74,0.349,12.23,4.71,0.11
high_intensity_run,medical,56.31,119.72,2.32,62.96,56.37,12.1,0.6,14.96,29.3,48.76,5.43,0.128,17.56,15.41,0.07
moderate_run,cloth,63.34,98.7,1.75,20.1,43.06,23.1,0.3,21.17,24.58,79.21,2.17,0.605,36.04,44.12,0.25
high_intensity_run,cloth,40.76,68.21,3.06,30.89,56.05,82.5,0.3,2.25,18.6,88.63,0.2,0.984,85.07,131.94,1.0
light_jog,medical,104.83,215.96,6.32,26.37,23.92,65.8,0.6,1.0,21.89,87.45,0.72,0.924,57.41,66.0,0.47
moderate_run,n95,16.54,30.28,4.84,15.47,39.52,11.6,0.95,9.05,28.61,66.84,4.42,0.475,3.83,0.38,0.05
moderate_run,medical,45.38,84.88,2.34,9.7,39.99,13.4,0.6,22.22,23.64,75.66,1.31,0.729,10.33,9.7,0.14
high_intensity_run,cloth,50.94,80.98,7.97,48.85,55.96,58.7,0.3,19.19,26.24,67.65,5.05,0.31,89.98,117.23,1.72
moderate_run,medical,83.92,135.99,1.47,38.85,43.55,51.8,0.6,12.18,31.65,55.72,4.38,0.259,51.55,75.78,0.11
moderate_run,medical,29.32,52.12,3.17,44.14,40.87,35.2,0.6,16.79,30.92,52.5,4.89,0.188,27.96,16.89,0.23
moderate_run,n95,125.68,219.95,3.08,60.97,35.51,84.7,0.95,0.47,18.0,88.97,0.3,0.921,15.93,18.9,0.02
light_jog,none,43.02,66.12,4.69,39.65,23.88,27.0,0.0,1.82,20.18,88.92,1.55,0.908,38.57,27.76,0.37
light_jog,n95,101.63,176.58,1.67,34.33,25.33,10.0,0.95,4.9,22.38,84.11,2.08,0.86,0.0,1.29,0.0
moderate_run,cloth,155.97,304.02,1.16,87.88,43.6,61.0,0.3,22.2,21.04,86.46,1.98,0.694,91.74,290.29,0.18
moderate_run,none,36.17,43.71,2.75,78.52,44.15,68.9,0.0,3.47,21.16,87.17,0.33,0.981,91.35,110.06,0.71
light_jog,medical,70.76,134.19,6.67,48.55,28.55,28.1,0.6,0.97,20.34,83.66,0.37,0.94,31.78,22.68,0.38
moderate_run,medical,56.07,103.66,3.2,18.74,40.42,18.9,0.6,17.1,31.79,58.14,5.37,0.176,19.75,17.1,0.04
moderate_run,cloth,26.9,48.16,1.44,49.13,42.44,10.0,0.3,7.37,24.51,73.02,2.68,0.69,15.46,7.99,0.04
light_jog,n95,58.5,93.1,6.03,42.28,22.09,41.1,0.95,10.8,30.23,53.51,4.84,0.322,0.0,2.65,0.0
moderate_run,cloth,27.28,44.78,3.13,22.28,41.38,50.3,0.3,14.72,32.3,44.22,5.91,0.105,50.83,39.75,0.56
moderate_run,none,23.53,39.47,4.62,38.11,36.56,71.8,0.0,15.63,28.09,53.35,5.53,0.128,85.62,61.76,1.05
light_jog,cloth,35.4,42.15,2.44,53.81,24.87,52.1,0.3,18.4,28.02,66.44,3.47,0.338,46.8,32.14,0.32
high_intensity_run,cloth,49.04,67.7,1.2,69.56,68.33,29.5,0.3,3.02,20.32,91.17,0.29,0.985,60.27,69.23,0.07
high_intensity_run,medical,88.88,141.73,10.23,80.13,56.34,46.4,0.6,21.34,21.11,77.33,1.86,0.634,79.93,92.92,0.9
moderate_run,n95,47.08,69.2,2.81,65.37,37.24,73.9,0.95,19.2,28.06,72.53,3.58,0.384,4.86,6.48,0.1
light_jog,medical,248.15,355.96,7.99,93.98,25.82,49.9,0.6,0.22,20.74,86.78,1.32,0.858,71.33,127.96,0.25
moderate_run,none,46.85,86.81,3.17,38.06,38.35,67.8,0.0,3.29,20.44,86.19,1.17,0.941,85.74,121.88,0.79
high_intensity_run,cloth,49.66,87.84,2.81,50.79,50.77,19.5,0.3,15.44,32.44,54.08,6.54,0.075,42.95,34.43,0.12
moderate_run,none,60.01,117.08,1.35,71.21,46.73,59.6,0.0,3.73,20.11,83.25,0.41,0.974,86.68,167.23,0.52
high_intensity_run,medical,29.85,49.87,2.31,84.99,59.69,52.2,0.6,3.58,20.56,81.4,1.4,0.927,59.31,37.2,0.41
moderate_run,none,158.16,240.22,11.12,53.43,41.11,33.5,0.0,6.01,24.05,75.05,1.78,0.822,92.33,218.02,1.51
moderate_run,cloth,61.63,116.27,6.9,62.92,38.75,74.6,0.3,23.07,21.75,81.03,2.89,0.71,88.27,124.78,1.47
light_jog,n95,33.94,54.93,8.18,24.21,24.38,115.3,0.95,21.46,21.56,80.16,2.51,0.61,10.28,4.77,0.06
moderate_run,medical,82.02,138.71,5.82,69.53,44.94,14.6,0.6,4.07,20.92,79.64,1.02,0.937,30.18,21.6,0.2
light_jog,none,79.81,103.88,3.51,74.77,25.61,11.3,0.0,18.11,28.92,57.57,4.85,0.252,27.13,23.03,0.02
moderate_run,cloth,36.42,47.07,7.65,133.27,30.14,34.6,0.3,23.65,22.18,87.93,1.58,0.813,63.34,26.57,0.58
high_intensity_run,medical,50.84,72.91,6.25,37.98,65.65,39.3,0.6,19.96,25.65,68.4,3.3,0.455,64.75,52.47,0.62
light_jog,cloth,84.79,116.27,3.8,110.8,25.37,41.1,0.3,10.35,28.29,58.8,5.3,0.331,59.94,61.89,0.16
moderate_run,none,56.72,109.98,3.65,38.49,41.1,27.5,0.0,21.07,23.17,73.48,3.71,0.52,60.18,64.01,0.37
resting,n95,88.92,162.31,8.01,78.78,7.61,13.0,0.95,3.36,22.11,94.59,1.71,0.913,1.59,0.44,0.01
moderate_run,cloth,54.67,83.34,1.99,54.14,41.49,35.7,0.3,4.14,21.26,87.5,1.29,0.922,50.12,56.7,0.2
resting,cloth,17.25,24.43,2.45,79.47,7.42,39.5,0.3,19.06,29.13,66.64,5.17,0.296,13.97,3.54,0.19
high_intensity_run,none,32.82,57.81,1.01,36.63,53.14,33.8,0.0,15.62,33.31,54.38,6.07,0.101,57.03,58.97,0.08
light_jog,cloth,38.78,57.11,1.83,31.18,22.54,40.1,0.3,21.2,23.25,77.2,2.07,0.612,28.22,24.51,0.05
high_intensity_run,cloth,49.41,78.12,4.04,81.21,56.23,47.0,0.3,8.34,25.55,75.79,3.76,0.564,81.2,91.51,0.45
high_intensity_run,none,37.49,50.8,5.94,31.98,61.3,36.5,0.0,8.59,26.77,65.72,3.76,0.544,84.52,83.99,1.27
moderate_run,medical,69.77,112.71,14.55,61.94,37.93,27.2,0.6,0.4,21.26,87.12,0.89,0.889,55.94,28.84,0.62
high_intensity_run,cloth,34.7,62.41,2.71,13.0,51.8,40.2,0.3,11.37,28.95,56.23,5.62,0.245,51.9,50.57,0.43
high_intensity_run,n95,75.4,131.33,2.36,63.57,60.37,49.2,0.95,10.79,30.55,61.6,4.04,0.362,11.55,11.2,0.03
high_intensity_run,n95,82.9,151.76,3.55,15.24,52.99,42.4,0.95,6.5,24.18,83.73,3.5,0.708,13.68,9.31,0.0
light_jog,none,31.31,51.6,4.25,33.24,24.18,119.6,0.0,21.74,22.01,75.57,2.77,0.62,85.85,90.54,1.03
moderate_run,none,90.16,150.11,10.28,15.71,38.81,51.3,0.0,17.06,28.87,59.28,4.14,0.236,97.91,179.38,1.92
resting,n95,27.07,46.3,2.89,17.96,6.96,41.2,0.95,17.79,29.81,60.87,5.23,0.215,0.0,0.39,0.0
moderate_run,n95,25.29,44.24,1.54,40.3,34.96,24.7,0.95,20.29,28.04,65.77,3.58,0.465,0.05,1.09,0.0
light_jog,n95,116.96,239.54,5.25,33.85,23.92,25.1,0.95,4.45,20.84,88.31,2.37,0.86,5.81,3.51,0.1
moderate_run,none,37.44,44.8,3.74,68.54,40.74,33.9,0.0,21.73,23.78,84.11,3.44,0.585,59.32,51.65,0.44
moderate_run,none,66.56,109.18,3.94,44.13,40.71,34.5,0.0,1.93,19.27,91.28,2.14,0.882,76.69,93.55,0.52
moderate_run,none,27.04,39.79,3.16,53.04,43.71,33.7,0.0,6.67,24.23,73.63,2.48,0.748,63.38,39.84,0.16
moderate_run,n95,42.06,71.02,14.77,26.49,45.89,52.6,0.95,21.1,23.55,69.69,3.11,0.552,14.21,5.07,0.16
high_intensity_run,medical,37.51,66.58,1.96,53.2,61.65,73.3,0.6,16.54,30.41,58.4,5.18,0.165,70.7,67.79,0.31
high_intensity_run,cloth,50.4,70.22,1.4,57.94,59.02,61.1,0.3,3.23,23.25,82.76,1.72,0.914,81.12,127.25,0.47
moderate_run,medical,47.05,71.06,2.7,71.48,39.52,57.1,0.6,0.38,20.66,82.48,0.2,0.922,50.82,42.46,0.2
moderate_run,none,40.51,63.77,1.95,52.78,38.01,22.9,0.0,15.12,29.87,53.61,5.13,0.144,39.72,35.32,0.0
high_intensity_run,medical,117.98,187.47,1.72,88.97,55.08,79.5,0.6,2.23,20.78,90.91,0.74,0.957,91.59,206.56,0.26
light_jog,none,36.54,66.47,3.62,67.13,26.17,24.4,0.0,3.85,22.04,84.59,1.25,0.93,41.7,23.31,0.21
light_jog,medical,12.99,25.75,11.89,53.77,26.64,48.5,0.6,6.31,24.24,76.9,2.53,0.768,46.35,6.71,0.67
resting,medical,120.83,157.59,1.54,91.36,7.35,55.1,0.6,6.55,23.57,76.21,3.34,0.712,14.99,19.57,0.02
moderate_run,medical,26.18,30.98,1.03,36.33,39.61,80.8,0.6,14.59,30.83,48.55,5.58,0.123,39.88,33.51,0.09
moderate_run,cloth,45.09,81.62,6.89,40.41,42.52,107.5,0.3,0.35,19.48,84.83,0.45,0.908,97.99,144.34,2.01
high_intensity_run,n95,35.59,67.06,2.87,70.98,60.55,33.0,0.95,19.97,25.81,63.41,3.28,0.456,11.61,3.55,0.26
moderate_run,medical,29.17,51.46,3.18,98.63,42.82,46.1,0.6,3.93,20.31,88.69,0.95,0.944,48.78,23.05,0.27
light_jog,none,34.63,73.74,6.38,35.66,24.94,76.7,0.0,18.55,27.56,74.47,4.76,0.282,79.65,66.2,1.09
high_intensity_run,none,49.61,83.66,2.59,69.7,51.33,112.7,0.0,6.02,24.49,79.14,3.18,0.752,96.39,287.1,1.46
high_intensity_run,medical,67.88,110.92,1.16,56.73,51.23,35.2,0.6,21.31,25.08,80.83,3.52,0.549,42.89,48.99,0.0
light_jog,none,26.84,45.11,4.6,33.49,23.64,23.7,0.0,15.07,33.29,51.66,6.56,0.072,32.73,15.05,0.17
moderate_run,none,15.11,24.43,4.01,22.0,40.82,16.2,0.0,2.66,19.14,82.35,0.7,0.964,32.12,9.97,0.2
light_jog,none,29.13,59.71,3.85,27.28,26.04,11.7,0.0,2.58,18.96,96.8,0.93,0.952,18.05,8.87,0.0
light_jog,none,88.24,141.54,0.78,30.25,22.17,26.4,0.0,18.93,27.75,61.66,4.44,0.323,39.01,51.61,0.12
light_jog,cloth,38.1,74.96,2.02,52.67,23.99,68.2,0.3,0.33,21.06,90.1,0.77,0.891,52.6,43.66,0.14
high_intensity_run,medical,67.01,87.74,2.82,19.81,56.07,70.5,0.6,19.57,26.75,68.86,3.37,0.422,67.91,105.97,0.42
moderate_run,none,27.87,39.31,1.39,10.23,37.12,51.3,0.0,11.33,31.0,60.98,5.64,0.247,43.65,53.05,0.19
moderate_run,medical,99.01,136.01,7.68,46.69,41.39,34.3,0.6,23.16,23.48,82.99,0.84,0.819,54.22,56.15,0.43
moderate_run,none,65.54,85.83,3.81,50.65,39.02,52.7,0.0,4.85,21.33,78.56,2.32,0.849,81.18,134.67,0.88
moderate_run,cloth,26.5,40.43,3.44,86.64,37.69,42.8,0.3,4.78,22.49,80.78,1.39,0.898,61.92,29.89,0.33
high_intensity_run,none,29.57,48.31,7.66,155.71,55.23,35.3,0.0,5.99,23.61,88.45,2.57,0.784,99.08,57.61,1.33
high_intensity_run,n95,26.4,41.16,2.75,23.25,56.73,49.9,0.95,2.27,20.13,89.24,1.13,0.938,6.79,3.74,0.0
moderate_run,n95,82.8,119.91,4.21,48.88,37.28,33.3,0.95,20.0,26.92,78.69,4.26,0.409,5.08,5.15,0.0
moderate_run,cloth,23.52,41.72,3.34,172.81,39.22,49.8,0.3,19.69,25.56,67.08,2.42,0.478,89.13,32.13,0.26
high_intensity_run,none,34.32,57.39,5.28,16.31,57.06,54.4,0.0,11.0,29.08,60.12,6.03,0.248,90.62,106.47,1.62
moderate_run,none,57.46,75.89,5.31,27.42,37.56,62.1,0.0,5.49,22.85,75.88,2.71,0.803,89.78,134.07,1.08
high_intensity_run,none,43.4,69.62,4.13,57.83,47.71,13.4,0.0,14.55,29.97,52.31,6.14,0.095,42.16,27.71,0.16
light_jog,n95,32.67,56.79,2.06,40.5,21.93,80.1,0.95,18.25,29.26,70.95,4.92,0.257,2.1,2.87,0.0
high_intensity_run,none,20.57,27.36,2.36,51.52,53.16,39.5,0.0,21.28,22.68,72.76,3.04,0.57,65.83,43.17,0.51
moderate_run,n95,20.63,31.9,2.74,51.89,35.78,108.2,0.95,17.53,31.44,56.39,4.47,0.24,10.42,3.99,0.03
light_jog,medical,34.44,66.02,6.41,82.09,24.3,68.5,0.6,2.43,19.56,91.19,1.05,0.944,50.65,22.94,0.49
moderate_run,cloth,10.37,19.16,4.41,54.22,45.33,24.2,0.3,20.74,26.59,73.93,3.55,0.502,35.46,7.96,0.27
moderate_run,n95,75.34,110.22,6.53,66.09,35.59,57.6,0.95,22.16,22.54,87.22,1.09,0.735,11.75,7.72,0.0
resting,none,82.7,139.49,2.19,24.29,6.84,76.8,0.0,23.95,20.54,84.5,1.64,0.827,31.7,43.46,0.1
moderate_run,n95,21.29,34.31,1.11,61.63,46.82,36.3,0.95,17.01,31.27,57.57,5.32,0.175,0.71,1.81,0.0
high_intensity_run,none,115.55,209.72,2.5,111.39,56.8,23.0,0.0,21.25,24.42,77.05,3.07,0.566,83.08,150.93,0.38
light_jog,n95,37.12,66.05,1.75,65.13,24.26,20.5,0.95,15.21,31.62,48.6,5.11,0.145,0.9,0.92,0.07
moderate_run,cloth,85.28,138.0,1.76,57.22,39.5,15.8,0.3,20.43,24.84,66.84,2.77,0.517,32.82,37.32,0.03
moderate_run,none,99.7,170.46,3.49,158.31,41.37,10.0,0.0,23.85,20.46,79.65,0.55,0.876,48.2,41.25,0.0
